1	1	1	O
2	2	2	O
3	3	2	D
4	4	3	O
5	5	3	D
6	6	4	O
7	7	5	O
8	8	6	O
9	9	7	O
10	10	8	O
11	11	8	D
12	12	9	O
13	13	10	O
14	14	11	O
15	15	12	O
16	16	12	D
17	17	13	O
18	18	13	D
19	19	14	O
20	20	15	O
21	21	16	O
22	22	17	O
23	23	17	D
24	24	18	O
25	25	19	O
26	26	20	O
27	27	21	O
28	28	22	O
29	29	23	O
30	30	24	O
31	31	25	O
32	32	26	O
33	33	27	O
36	36	29	O
37	37	29	D
38	38	30	O
39	39	31	O
40	40	32	O
41	41	33	O
42	42	34	O
43	43	35	O
44	44	36	O
45	45	37	O
46	46	38	O
47	47	39	O
48	48	40	O
49	49	41	O
50	50	42	O
51	51	43	O
52	52	44	O
53	53	45	O
55	55	47	O
56	56	48	O
57	57	48	D
58	58	49	O
59	59	50	O
60	60	51	O
61	61	52	O
62	62	53	O
63	63	54	O
64	64	55	O
65	65	56	O
66	66	57	O
67	67	58	O
68	68	59	O
70	70	61	O
71	71	61	D
72	72	62	O
73	73	63	O
74	74	63	D
75	75	64	O
76	76	65	O
77	77	66	O
78	78	67	O
79	79	68	O
80	80	69	O
81	81	70	O
82	82	70	D
83	83	71	O
84	84	71	D
85	85	72	O
86	86	72	D
87	87	73	O
89	89	75	O
90	90	76	O
91	91	77	O
92	92	78	O
93	93	79	O
94	94	80	O
95	95	80	D
96	96	81	O
97	97	82	O
98	98	83	O
99	99	83	D
100	100	84	O
101	101	85	O
102	102	86	O
103	103	86	D
105	105	88	O
106	106	89	O
107	107	90	O
108	108	91	O
110	110	93	O
112	112	95	O
113	113	95	D
114	114	96	O
115	115	96	D
116	116	97	O
117	117	97	D
118	118	98	O
119	119	98	D
120	120	99	O
121	121	100	O
122	122	101	O
123	123	102	O
124	124	103	O
125	125	104	O
126	126	104	D
127	127	105	O
128	128	106	O
129	129	107	O
130	130	108	O
131	131	109	O
132	132	110	O
134	134	112	O
135	135	112	D
136	136	113	O
137	137	114	O
138	138	115	O
139	139	116	O
140	140	116	D
141	141	117	O
142	142	118	O
143	143	119	O
144	144	120	O
145	145	121	O
146	146	122	O
147	147	123	O
148	148	123	D
149	149	124	O
150	150	125	O
151	151	126	O
152	152	127	O
153	153	128	O
154	154	129	O
155	155	129	D
156	156	130	O
157	157	131	O
158	158	132	O
159	159	132	D
160	160	133	O
161	161	134	O
162	162	135	O
163	163	136	O
164	164	137	O
165	165	138	O
166	166	138	D
167	167	139	O
168	168	140	O
169	169	141	O
170	170	141	D
171	171	142	O
172	172	142	D
173	173	143	O
174	174	144	O
175	175	145	O
176	176	146	O
178	178	148	O
179	179	149	O
180	180	150	O
181	181	151	O
182	182	151	D
183	183	152	O
184	184	152	D
185	185	153	O
186	186	154	O
187	187	155	O
188	188	156	O
189	189	157	O
190	190	158	O
191	191	158	D
192	192	159	O
193	193	160	O
194	194	161	O
195	195	162	O
196	196	162	D
197	197	163	O
198	198	164	O
199	199	165	O
200	200	165	D
201	201	166	O
202	202	167	O
203	203	168	O
204	204	168	D
205	205	169	O
206	206	170	O
207	207	171	O
208	208	172	O
209	209	172	D
210	210	173	O
211	211	173	D
212	212	174	O
215	215	176	O
216	216	177	O
217	217	178	O
218	218	179	O
219	219	180	O
221	221	181	O
222	222	182	O
223	223	183	O
224	224	184	O
225	225	185	O
226	226	186	O
227	227	187	O
228	228	188	O
229	229	189	O
230	230	190	O
231	231	191	O
232	232	192	O
233	233	193	O
234	234	193	D
235	235	194	O
236	236	195	O
237	237	195	D
238	238	196	O
239	239	197	O
240	240	198	O
241	241	199	O
242	242	200	O
243	243	201	O
246	246	204	O
247	247	205	O
248	248	206	O
249	249	206	D
250	250	207	O
251	251	208	O
252	252	209	O
253	253	210	O
254	254	211	O
255	255	212	O
256	256	213	O
257	257	214	O
258	258	214	D
259	259	215	O
260	260	215	D
261	261	216	O
262	262	217	O
263	263	218	O
264	264	219	O
265	265	220	O
266	266	221	O
267	267	222	O
268	268	223	O
269	269	224	O
270	270	225	O
271	271	225	D
272	272	226	O
273	273	227	O
274	274	228	O
275	275	229	O
276	276	230	O
277	277	230	D
278	278	231	O
279	279	231	D
280	280	232	O
282	282	234	O
283	283	234	D
284	284	235	O
285	285	236	O
286	286	236	D
287	287	237	O
288	288	238	O
289	289	239	O
290	290	240	O
291	291	240	D
292	292	241	O
293	293	242	O
294	294	243	O
295	295	244	O
296	296	245	O
297	297	246	O
298	298	246	D
300	300	248	O
301	301	249	O
302	302	250	O
303	303	251	O
304	304	252	O
305	305	253	O
308	308	255	O
309	309	256	O
310	310	257	O
311	311	258	O
312	312	259	O
313	313	260	O
314	314	260	D
315	315	261	O
316	316	262	O
317	317	263	O
318	318	264	O
319	319	265	O
320	320	265	D
321	321	266	O
322	322	267	O
323	323	267	D
324	324	268	O
325	325	269	O
326	326	270	O
327	327	270	D
328	328	271	O
329	329	272	O
330	330	273	O
331	331	274	O
332	332	275	O
333	333	276	O
334	334	277	O
335	335	278	O
336	336	279	O
337	337	279	D
338	338	280	O
339	339	281	O
340	340	281	D
341	341	282	O
342	342	282	D
343	343	283	O
344	344	284	O
345	345	285	O
346	346	285	D
347	347	286	O
348	348	286	D
349	349	287	O
350	350	288	O
351	351	289	O
352	352	290	O
353	353	291	O
354	354	292	O
355	355	292	D
356	356	293	O
357	357	293	D
358	358	294	O
359	359	295	O
360	360	296	O
361	361	297	O
362	362	298	O
363	363	298	D
364	364	299	O
365	365	300	O
366	366	300	D
367	367	301	O
368	368	301	D
369	369	302	O
370	370	303	O
371	371	304	O
372	372	305	O
373	373	306	O
374	374	307	O
375	375	308	O
376	376	309	O
378	378	311	O
379	379	311	D
380	380	312	O
381	381	313	O
382	382	313	D
383	383	314	O
384	384	314	D
385	385	315	O
386	386	316	O
387	387	317	O
388	388	318	O
389	389	319	O
390	390	320	O
391	391	321	O
392	392	322	O
393	393	322	D
394	394	323	O
395	395	323	D
396	396	324	O
397	397	325	O
398	398	326	O
399	399	327	O
400	400	328	O
401	401	328	D
402	402	329	O
403	403	330	O
404	404	330	D
405	405	331	O
406	406	332	O
407	407	333	O
408	408	334	O
409	409	335	O
410	410	336	O
411	411	337	O
412	412	337	D
413	413	338	O
414	414	339	O
415	415	339	D
416	416	340	O
417	417	340	D
418	418	341	O
419	419	342	O
420	420	343	O
421	421	344	O
422	422	345	O
423	423	346	O
424	424	347	O
425	425	348	O
426	426	349	O
427	427	349	D
428	428	350	O
429	429	351	O
430	430	352	O
431	431	353	O
432	432	354	O
433	433	355	O
434	434	356	O
435	435	357	O
436	436	358	O
437	437	359	O
438	438	360	O
439	439	361	O
440	440	362	O
441	441	363	O
442	442	364	O
443	443	364	D
444	444	365	O
445	445	366	O
446	446	366	D
447	447	367	O
448	448	368	O
450	450	370	O
451	451	371	O
452	452	372	O
453	453	373	O
454	454	374	O
455	455	375	O
456	456	376	O
457	457	377	O
458	458	378	O
459	459	379	O
461	461	381	O
462	462	382	O
463	463	383	O
464	464	384	O
465	465	385	O
466	466	386	O
467	467	386	D
468	468	387	O
469	469	388	O
470	470	389	O
471	471	390	O
472	472	391	O
473	473	392	O
474	474	393	O
476	476	395	O
477	477	395	D
478	478	396	O
479	479	397	O
480	480	397	D
481	481	398	O
482	482	398	D
483	483	399	O
484	484	400	O
485	485	401	O
486	486	402	O
487	487	403	O
488	488	403	D
489	489	404	O
490	490	405	O
491	491	406	O
492	492	407	O
493	493	408	O
494	494	409	O
495	495	410	O
496	496	411	O
497	497	412	O
498	498	412	D
499	499	413	O
500	500	414	O
501	501	415	O
502	502	416	O
503	503	417	O
504	504	418	O
505	505	419	O
506	506	420	O
507	507	421	O
508	508	422	O
509	509	423	O
510	510	424	O
511	511	425	O
512	512	426	O
513	513	427	O
514	514	427	D
515	515	428	O
516	516	428	D
517	517	429	O
518	518	430	O
519	519	431	O
520	520	432	O
521	521	433	O
522	522	434	O
523	523	435	O
524	524	436	O
525	525	436	D
526	526	437	O
527	527	437	D
528	528	438	O
529	529	439	O
530	530	440	O
531	531	441	O
532	532	441	D
533	533	442	O
534	534	443	O
535	535	444	O
536	536	445	O
537	537	446	O
538	538	447	O
540	540	449	O
541	541	449	D
542	542	450	O
543	543	451	O
544	544	452	O
545	545	453	O
546	546	454	O
547	547	455	O
548	548	456	O
550	550	458	O
551	551	459	O
552	552	460	O
553	553	460	D
554	554	461	O
555	555	461	D
556	556	462	O
557	557	463	O
558	558	464	O
559	559	465	O
560	560	466	O
561	561	467	O
562	562	468	O
563	563	469	O
564	564	469	D
565	565	470	O
566	566	471	O
567	567	471	D
568	568	472	O
569	569	473	O
570	570	474	O
571	571	475	O
572	572	475	D
573	573	476	O
574	574	477	O
575	575	478	O
576	576	478	D
577	577	479	O
578	578	480	O
579	579	481	O
581	581	483	O
582	582	484	O
583	583	485	O
584	584	486	O
585	585	487	O
586	586	487	D
587	587	488	O
588	588	489	O
589	589	490	O
590	590	491	O
591	591	492	O
592	592	493	O
593	593	494	O
596	596	496	O
597	597	497	O
598	598	498	O
599	599	498	D
601	601	500	O
602	602	500	D
603	603	501	O
604	604	502	O
605	605	503	O
606	606	504	O
607	607	505	O
608	608	506	O
609	609	507	O
610	610	508	O
611	611	509	O
612	612	509	D
613	613	510	O
614	614	511	O
615	615	512	O
616	616	513	O
617	617	514	O
618	618	515	O
619	619	516	O
620	620	516	D
621	621	517	O
622	622	518	O
623	623	519	O
624	624	519	D
625	625	520	O
626	626	521	O
627	627	522	O
628	628	522	D
629	629	523	O
630	630	524	O
631	631	525	O
632	632	526	O
633	633	526	D
635	635	528	O
636	636	528	D
637	637	529	O
638	638	530	O
639	639	531	O
640	640	532	O
641	641	533	O
642	642	533	D
643	643	534	O
644	644	535	O
645	645	536	O
646	646	537	O
647	647	537	D
648	648	538	O
649	649	539	O
651	651	540	O
652	652	541	O
653	653	542	O
654	654	543	O
655	655	544	O
656	656	545	O
657	657	546	O
658	658	546	D
659	659	547	O
660	660	548	O
661	661	548	D
662	662	549	O
663	663	550	O
664	664	551	O
665	665	552	O
666	666	553	O
667	667	554	O
668	668	555	O
669	669	556	O
670	670	557	O
671	671	558	O
672	672	559	O
673	673	560	O
674	674	561	O
675	675	562	O
676	676	563	O
677	677	564	O
678	678	565	O
679	679	566	O
680	680	566	D
681	681	567	O
682	682	568	O
683	683	569	O
684	684	570	O
685	685	571	O
686	686	572	O
687	687	572	D
688	688	573	O
689	689	574	O
690	690	575	O
691	691	575	D
692	692	576	O
693	693	576	D
694	694	577	O
695	695	578	O
696	696	578	D
697	697	579	O
698	698	580	O
699	699	581	O
700	700	582	O
702	702	584	O
703	703	585	O
704	704	586	O
705	705	587	O
706	706	588	O
707	707	589	O
708	708	590	O
709	709	591	O
710	710	592	O
711	711	593	O
712	712	594	O
713	713	595	O
714	714	596	O
715	715	597	O
716	716	598	O
717	717	599	O
718	718	599	D
719	719	600	O
720	720	601	O
721	721	602	O
722	722	603	O
723	723	604	O
724	724	605	O
725	725	606	O
726	726	607	O
727	727	608	O
728	728	608	D
729	729	609	O
730	730	609	D
731	731	610	O
732	732	610	D
733	733	611	O
734	734	611	D
735	735	612	O
736	736	612	D
737	737	613	O
738	738	614	O
739	739	615	O
740	740	616	O
741	741	617	O
742	742	618	O
743	743	619	O
744	744	620	O
745	745	621	O
746	746	621	D
747	747	622	O
748	748	623	O
749	749	623	D
750	750	624	O
751	751	625	O
752	752	626	O
753	753	626	D
754	754	627	O
755	755	628	O
756	756	629	O
757	757	630	O
758	758	631	O
759	759	632	O
760	760	633	O
762	762	635	O
763	763	636	O
764	764	637	O
765	765	638	O
766	766	639	O
767	767	639	D
768	768	640	O
769	769	641	O
772	772	643	O
773	773	644	O
774	774	645	O
775	775	646	O
776	776	647	O
777	777	647	D
778	778	648	O
779	779	649	O
780	780	650	O
781	781	651	O
782	782	652	O
783	783	653	O
784	784	653	D
785	785	654	O
786	786	655	O
787	787	656	O
788	788	657	O
789	789	658	O
790	790	659	O
791	791	660	O
793	793	662	O
794	794	662	D
796	796	664	O
797	797	665	O
798	798	666	O
799	799	666	D
803	803	669	O
804	804	669	D
806	806	671	O
807	807	672	O
808	808	673	O
809	809	674	O
810	810	675	O
811	811	675	D
812	812	676	O
813	813	677	O
814	814	678	O
815	815	679	O
816	816	680	O
818	818	682	O
819	819	683	O
820	820	683	D
821	821	684	O
822	822	685	O
823	823	686	O
824	824	687	O
825	825	688	O
826	826	689	O
827	827	690	O
828	828	690	D
829	829	691	O
830	830	692	O
831	831	693	O
832	832	694	O
833	833	695	O
834	834	696	O
835	835	697	O
836	836	697	D
837	837	698	O
838	838	698	D
839	839	699	O
840	840	700	O
841	841	701	O
842	842	702	O
843	843	703	O
844	844	704	O
845	845	704	D
846	846	705	O
847	847	706	O
849	849	708	O
850	850	709	O
851	851	710	O
852	852	710	D
853	853	711	O
854	854	712	O
855	855	713	O
856	856	714	O
857	857	715	O
858	858	716	O
859	859	717	O
860	860	717	D
861	861	718	O
862	862	719	O
863	863	720	O
864	864	721	O
865	865	721	D
866	866	722	O
870	870	725	O
871	871	726	O
872	872	727	O
873	873	728	O
874	874	729	O
875	875	729	D
876	876	730	O
877	877	731	O
878	878	731	D
879	879	732	O
880	880	733	O
881	881	734	O
882	882	735	O
883	883	736	O
884	884	736	D
885	885	737	O
886	886	738	O
887	887	739	O
888	888	740	O
889	889	741	O
890	890	742	O
891	891	743	O
892	892	744	O
893	893	745	O
894	894	746	O
895	895	747	O
896	896	748	O
897	897	748	D
898	898	749	O
899	899	749	D
900	900	750	O
901	901	751	O
902	902	752	O
903	903	753	O
904	904	754	O
905	905	755	O
906	906	756	O
907	907	757	O
908	908	758	O
909	909	759	O
910	910	760	O
911	911	761	O
912	912	762	O
913	913	763	O
914	914	764	O
915	915	765	O
916	916	766	O
917	917	767	O
918	918	768	O
921	921	770	O
922	922	771	O
923	923	771	D
924	924	772	O
925	925	773	O
926	926	774	O
927	927	775	O
928	928	776	O
